Name of Song,Group,Gender,Duration (MS),Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Popularity
Alone (inst),Sistar,F,204878.0,4.0,0.0,4.0,0.0477,0.702,0.94,0.398,0.144,-3.645,0.0335,0.962,114.988,19.0
Let’s get the party started,Sistar,F,66586.0,0.0,1.0,4.0,0.104,0.762,0.951,0.0,0.277,-3.753,0.199,0.843,140.029,14.0
So Cool,Sistar,F,201300.0,6.0,0.0,4.0,0.0278,0.75,0.944,0.0,0.437,-2.632,0.0541,0.861,128.037,48.0
Girls do it,Sistar,F,206028.0,9.0,1.0,4.0,0.00672,0.737,0.802,0.0,0.246,-4.396,0.13,0.811,128.027,25.0
Follow me,Sistar,F,196127.0,0.0,1.0,4.0,0.0195,0.751,0.78,5.99e-06,0.0392,-3.823,0.0346,0.965,139.958,19.0
New world,Sistar,F,202371.0,2.0,1.0,4.0,0.0159,0.752,0.88,0.0,0.152,-2.891,0.0734,0.746,134.951,15.0
I Do Not Want A Weak Man,Sistar,F,179618.0,3.0,1.0,4.0,0.353,0.41,0.746,0.0,0.409,-3.635,0.0676,0.497,173.962,24.0
How Dare You,Sistar,F,186070.0,7.0,1.0,4.0,0.0964,0.768,0.948,0.0,0.0502,-3.855,0.0624,0.874,127.982,33.0
Over,Sistar,F,199445.0,7.0,0.0,4.0,0.282,0.493,0.848,0.0,0.496,-2.619,0.173,0.9,95.518,15.0
Oh Baby,Sistar,F,186671.0,8.0,0.0,4.0,0.196,0.626,0.783,0.0,0.202,-4.175,0.169,0.38,84.978,15.0
Shady Girl,Sistar,F,194534.0,6.0,0.0,4.0,0.0687,0.792,0.889,0.0007,0.064,-4.19,0.0431,0.885,124.987,33.0
Push Push,Sistar,F,187402.0,1.0,0.0,4.0,0.0217,0.794,0.931,2.05e-06,0.0403,-3.483,0.0365,0.967,126.963,37.0
Ma boy (special Ver.),Sistar,F,196702.0,10.0,1.0,4.0,0.412,0.764,0.798,0.0,0.279,-3.445,0.0652,0.718,89.953,43.0
LONELY,Sistar,F,207932.0,7.0,0.0,4.0,0.206,0.445,0.819,0.0,0.422,-3.324,0.0587,0.643,169.577,53.0
FOR YOU,Sistar,F,232826.0,11.0,1.0,4.0,0.0904,0.625,0.72,0.0,0.135,-3.884,0.037,0.377,81.961,34.0
One More Day,Sistar,F,213352.0,5.0,0.0,4.0,0.0168,0.534,0.903,0.0,0.123,-3.295,0.0733,0.295,127.991,39.0
One More Day - TAK Remix,Sistar,F,220578.0,5.0,0.0,4.0,0.0115,0.728,0.905,8.27e-06,0.405,-2.536,0.0433,0.511,124.998,13.0
One More Day (Instrumental),Sistar,F,213352.0,5.0,0.0,4.0,0.000395,0.596,0.919,0.555,0.167,-5.119,0.0459,0.482,127.989,9.0
One More Day (Instrumental) - TAK Remix,Sistar,F,220578.0,5.0,0.0,4.0,0.00122,0.746,0.792,0.791,0.449,-4.211,0.0431,0.542,125.01,7.0
SHAKE IT,Sistar,F,208507.0,11.0,0.0,4.0,0.0234,0.778,0.957,0.0,0.715,-2.57,0.0735,0.611,118.997,54.0
Don't be such a baby (feat.Giriboy),Sistar,F,227388.0,9.0,0.0,4.0,0.122,0.604,0.863,0.0,0.456,-3.1,0.213,0.833,176.025,30.0
GOOD TIME,Sistar,F,190425.0,8.0,1.0,4.0,0.194,0.642,0.951,2.95e-06,0.0416,-1.901,0.229,0.869,141.001,23.0
Bad Boy (feat.Mad Clown),Sistar,F,234605.0,8.0,0.0,4.0,0.176,0.547,0.817,0.0,0.172,-2.933,0.175,0.546,153.383,20.0
GO UP,Sistar,F,201379.0,7.0,1.0,4.0,0.143,0.72,0.879,0.0,0.178,-3.014,0.137,0.904,128.082,23.0
I Swear,Sistar,F,237303.0,8.0,1.0,4.0,0.0242,0.638,0.908,0.0,0.292,-2.67,0.0902,0.85,134.955,49.0
Hold On Tight,Sistar,F,235499.0,2.0,1.0,4.0,0.241,0.719,0.842,0.0,0.142,-2.617,0.104,0.76,92.01,29.0
Touch My Body (Glen Check Remix),Sistar,F,254688.0,9.0,1.0,3.0,0.000413,0.753,0.665,0.0509,0.123,-9.781,0.144,0.534,114.998,21.0
Loving U (House Rulez Remix),Sistar,F,236249.0,6.0,0.0,4.0,0.303,0.595,0.851,0.000493,0.772,-4.986,0.213,0.306,127.868,19.0
Give It To Me (Reno Remix),Sistar,F,201303.0,2.0,0.0,4.0,0.185,0.748,0.773,0.00011,0.186,-6.49,0.113,0.667,136.008,14.0
Gone Not Around Any Longer (Smells Remix),Sistar,F,234091.0,8.0,1.0,4.0,0.415,0.64,0.652,6.26e-06,0.106,-6.231,0.114,0.445,74.986,31.0
Wow,Sistar,F,79998.0,8.0,1.0,4.0,0.425,0.675,0.732,0.0,0.17,-3.398,0.0394,0.931,150.046,30.0
Touch my body,Sistar,F,206500.0,9.0,1.0,4.0,0.0437,0.633,0.915,0.0,0.107,-2.347,0.106,0.622,128.033,58.0
Naughty Hands (feat.Verbal Jint),Sistar,F,212996.0,6.0,1.0,4.0,0.309,0.778,0.791,0.0,0.0659,-3.825,0.0588,0.921,105.046,33.0
But I Love U,Sistar,F,209990.0,9.0,1.0,4.0,0.195,0.745,0.875,0.0,0.104,-2.671,0.0498,0.812,123.951,30.0
OK GO!,Sistar,F,193853.0,7.0,1.0,4.0,0.005,0.678,0.793,1.24e-05,0.22,-2.03,0.0384,0.302,128.049,26.0
Sunshine,Sistar,F,213291.0,0.0,1.0,4.0,0.0636,0.731,0.802,0.0,0.0531,-2.544,0.0705,0.787,124.947,27.0
Hot Place (feat.Brave sound),Sistar,F,202162.0,0.0,1.0,4.0,0.0217,0.833,0.923,3.84e-06,0.115,-3.673,0.108,0.669,122.938,22.0
Mighty SISTAR,Sistar,F,41404.0,0.0,1.0,3.0,0.773,0.399,0.283,0.0,0.324,-9.253,0.0303,0.442,79.926,8.0
Over,Sistar,F,199184.0,7.0,0.0,4.0,0.31,0.491,0.85,1.61e-06,0.54,-2.525,0.172,0.901,94.931,9.0
How Dare You,Sistar,F,185992.0,7.0,1.0,4.0,0.102,0.766,0.947,0.0,0.0487,-3.735,0.0608,0.882,128.007,24.0
How Dare You (inst),Sistar,F,185992.0,7.0,1.0,4.0,0.000686,0.608,0.965,0.762,0.0405,-5.311,0.0295,0.909,128.017,5.0
Drop the beat (feat.B2K),Sistar,F,69407.0,11.0,1.0,4.0,0.0012,0.766,0.605,0.000138,0.747,-6.667,0.336,0.299,183.961,17.0
Shady Girl,Sistar,F,194351.0,6.0,0.0,4.0,0.0654,0.79,0.891,0.000929,0.0661,-4.054,0.0437,0.889,124.974,41.0
I Do Not Want A Weak Man,Sistar,F,179879.0,3.0,1.0,4.0,0.294,0.441,0.738,0.0,0.423,-3.527,0.0594,0.557,173.937,10.0
Shady Girl (inst),Sistar,F,194038.0,8.0,1.0,4.0,0.00172,0.729,0.774,0.721,0.0696,-5.874,0.0383,0.931,125.029,6.0
Here we come,Sistar,F,62354.0,10.0,0.0,4.0,0.0363,0.73,0.849,0.0,0.347,-3.497,0.0986,0.743,98.987,20.0
Push Push,Sistar,F,187350.0,1.0,0.0,4.0,0.0232,0.797,0.935,1.37e-06,0.0462,-3.354,0.0359,0.967,126.966,27.0
Oh Baby,Sistar,F,186488.0,8.0,0.0,4.0,0.187,0.678,0.791,0.0,0.195,-4.076,0.108,0.406,85.01,11.0
Push Push (inst),Sistar,F,187350.0,1.0,0.0,4.0,0.00109,0.778,0.907,0.879,0.0396,-5.622,0.039,0.961,126.973,9.0
Destiny,Lovelyz,F,213325.0,0.0,1.0,4.0,0.000117,0.577,0.912,0.88,0.357,-3.584,0.0411,0.523,106.006,17.0
Getaway,Lovelyz,F,219790.0,8.0,0.0,4.0,0.0701,0.581,0.961,0.774,0.318,-4.222,0.0518,0.818,89.983,12.0
Joyland,Lovelyz,F,192899.0,5.0,0.0,4.0,0.177,0.54,0.896,0.855,0.124,-7.461,0.033,0.619,163.965,12.0
Good-bye Chapter 1,Lovelyz,F,164426.0,5.0,1.0,4.0,0.00488,0.571,0.902,0.816,0.223,-4.602,0.0545,0.892,94.959,10.0
Fondant,Lovelyz,F,210769.0,1.0,0.0,4.0,0.0371,0.672,0.791,0.712,0.317,-5.884,0.032,0.504,101.98,11.0
WoW!,Lovelyz,F,185292.0,9.0,1.0,4.0,0.0284,0.682,0.892,0.841,0.0495,-3.6,0.058,0.899,109.998,12.0
Hide and Seek,Lovelyz,F,238474.0,3.0,1.0,4.0,0.00407,0.662,0.686,0.667,0.141,-6.545,0.0342,0.529,121.977,10.0
Aya,Lovelyz,F,213740.0,11.0,0.0,4.0,0.1,0.731,0.768,0.425,0.2,-3.878,0.0424,0.945,135.014,10.0
Just,Lovelyz,F,201567.0,7.0,1.0,4.0,0.147,0.632,0.864,0.859,0.271,-5.502,0.0382,0.873,124.993,10.0
Sleepy Dream,Lovelyz,F,230630.0,11.0,1.0,4.0,0.114,0.568,0.731,0.302,0.259,-5.249,0.0408,0.367,139.931,10.0
Secret Garden,Lovelyz,F,216841.0,0.0,1.0,4.0,0.000663,0.596,0.793,0.813,0.41,-4.642,0.0742,0.748,170.012,10.0
Hi~,Lovelyz,F,206166.0,7.0,0.0,4.0,0.0283,0.669,0.697,0.718,0.289,-7.277,0.0294,0.641,124.991,13.0
Candy Jelly Love,Lovelyz,F,222897.0,7.0,1.0,4.0,0.0887,0.759,0.92,0.747,0.0898,-4.956,0.0555,0.893,120.011,11.0
Ah-Choo,Lovelyz,F,218475.0,5.0,1.0,4.0,0.00503,0.746,0.802,0.815,0.111,-4.359,0.0297,0.568,127.075,13.0
Hug Me,Lovelyz,F,225776.0,6.0,1.0,4.0,0.032,0.694,0.726,0.439,0.243,-5.908,0.0306,0.569,126.008,10.0
For you,Lovelyz,F,208652.0,10.0,1.0,4.0,5.97e-05,0.588,0.913,0.803,0.268,-2.93,0.0293,0.519,108.022,11.0
1cm,Lovelyz,F,221405.0,0.0,1.0,4.0,0.000484,0.625,0.821,0.67,0.035,-4.904,0.0374,0.605,129.04,10.0
Cameo,Lovelyz,F,199715.0,7.0,1.0,4.0,0.000145,0.604,0.835,0.79,0.337,-3.033,0.0289,0.378,113.985,9.0
Emotion,Lovelyz,F,190539.0,9.0,0.0,4.0,0.159,0.63,0.794,0.938,0.225,-7.639,0.0416,0.909,145.04,9.0
"Now, We",Lovelyz,F,196373.0,9.0,0.0,4.0,0.00083,0.596,0.904,0.0768,0.207,-4.355,0.0323,0.54,125.032,11.0
Twinkle,Lovelyz,F,223388.0,7.0,1.0,4.0,0.000215,0.614,0.929,0.793,0.0513,-3.629,0.0516,0.889,140.013,11.0
Triangle,Lovelyz,F,210879.0,2.0,1.0,4.0,0.00389,0.636,0.853,0.741,0.138,-4.447,0.0338,0.66,128.043,10.0
Good Night Like Yesterday,Lovelyz,F,221295.0,5.0,1.0,4.0,0.0419,0.562,0.773,0.871,0.0698,-8.198,0.0333,0.684,159.994,11.0
Stranger (Babysoul Solo),Lovelyz,F,233653.0,8.0,1.0,3.0,0.0199,0.472,0.644,0.816,0.124,-5.336,0.0258,0.165,96.005,9.0
Gone (JIN Solo),Lovelyz,F,238098.0,3.0,1.0,4.0,0.134,0.521,0.626,0.852,0.11,-7.636,0.0247,0.226,76.994,10.0
Shooting Star,Lovelyz,F,194727.0,9.0,1.0,4.0,0.102,0.66,0.572,0.858,0.149,-10.971,0.0332,0.384,83.015,12.0
Circle,Lovelyz,F,215167.0,1.0,0.0,4.0,0.00783,0.463,0.737,0.887,0.21,-6.696,0.0275,0.373,167.944,8.0
Bookmark,Lovelyz,F,208980.0,0.0,1.0,4.0,0.233,0.537,0.835,0.851,0.219,-6.645,0.0404,0.536,77.007,9.0
Morning Star (Babysoul & Kei & JIN),Lovelyz,F,211347.0,9.0,1.0,4.0,0.478,0.527,0.494,0.763,0.119,-8.536,0.0264,0.185,98.081,9.0
First Snow,Lovelyz,F,200501.0,0.0,0.0,4.0,0.00599,0.404,0.469,0.826,0.0889,-6.606,0.0402,0.384,84.842,8.0
Night and Day,Lovelyz,F,265046.0,0.0,0.0,4.0,0.77,0.617,0.605,0.887,0.0975,-7.432,0.0505,0.659,176.052,10.0
FALLIN',Lovelyz,F,209302.0,8.0,1.0,4.0,0.0459,0.627,0.697,0.863,0.0611,-7.781,0.0371,0.602,82.999,9.0
Baby Doll,Lovelyz,F,206611.0,4.0,1.0,3.0,0.931,0.693,0.29,0.507,0.121,-11.013,0.034,0.0632,127.008,11.0
Spotlight,Lovelyz,F,73217.0,7.0,1.0,4.0,0.00138,0.667,0.756,0.901,0.178,-7.002,0.0386,0.0658,95.008,18.0
Twinkle,Lovelyz,F,223388.0,7.0,1.0,4.0,0.0417,0.605,0.958,0.0,0.649,-1.114,0.117,0.808,139.981,34.0
Triangle,Lovelyz,F,210879.0,2.0,1.0,4.0,0.217,0.693,0.875,0.0,0.133,-2.052,0.0622,0.822,127.945,30.0
Just,Lovelyz,F,201840.0,4.0,0.0,4.0,0.59,0.697,0.881,1.35e-06,0.157,-3.136,0.0411,0.772,124.974,20.0
FALLIN',Lovelyz,F,213170.0,8.0,1.0,4.0,0.44,0.683,0.605,1.13e-06,0.188,-5.559,0.0304,0.615,82.975,23.0
Secret Garden,Lovelyz,F,216807.0,0.0,1.0,4.0,0.11,0.639,0.909,0.0,0.389,-3.385,0.141,0.557,169.823,23.0
Sleepy Dreams,Lovelyz,F,230630.0,11.0,1.0,4.0,0.637,0.623,0.858,0.0,0.269,-1.671,0.049,0.494,139.984,19.0
R U Ready?,Lovelyz,F,32055.0,4.0,1.0,4.0,0.062,0.75,0.963,0.827,0.0996,-3.949,0.0786,0.641,110.062,13.0
WoW!,Lovelyz,F,185606.0,4.0,0.0,4.0,0.188,0.764,0.922,0.0,0.0565,-1.347,0.0634,0.92,109.964,21.0
"Now, We",Lovelyz,F,196373.0,9.0,0.0,4.0,0.236,0.704,0.926,0.0,0.214,-1.078,0.0612,0.671,125.014,40.0
Aya,Lovelyz,F,214242.0,11.0,1.0,4.0,0.194,0.755,0.908,0.0,0.332,-2.175,0.0528,0.916,134.98,28.0
Cameo,Lovelyz,F,199747.0,7.0,1.0,4.0,0.102,0.68,0.902,0.0,0.331,-0.461,0.0365,0.64,113.949,20.0
Emotion,Lovelyz,F,190539.0,5.0,1.0,4.0,0.395,0.714,0.777,0.0,0.161,-3.309,0.0317,0.897,144.996,16.0
Morning Star,Lovelyz,F,211347.0,9.0,1.0,4.0,0.778,0.522,0.558,0.0,0.123,-4.806,0.0339,0.259,97.793,17.0
First Snow,Lovelyz,F,196798.0,10.0,1.0,4.0,0.218,0.428,0.601,0.0,0.079,-4.269,0.0505,0.374,84.127,17.0
Knock Knock,Lovelyz,F,206698.0,0.0,1.0,4.0,0.246,0.71,0.927,0.0,0.304,-1.611,0.0545,0.878,95.005,14.0
The,Lovelyz,F,222848.0,9.0,1.0,4.0,0.301,0.627,0.949,0.0,0.0985,-1.467,0.0422,0.642,125.945,16.0
Night and Day,Lovelyz,F,265046.0,0.0,0.0,4.0,0.785,0.588,0.753,0.00137,0.226,-3.819,0.0746,0.802,176.116,18.0
Hide and Seek,Lovelyz,F,238474.0,3.0,1.0,4.0,0.302,0.668,0.848,0.0,0.134,-3.211,0.0603,0.598,121.877,15.0
My Little Lover,Lovelyz,F,217261.0,6.0,0.0,4.0,0.499,0.685,0.706,0.276,0.325,-9.464,0.0289,0.794,128.012,15.0
R U Ready?,Lovelyz,F,32055.0,4.0,1.0,4.0,0.062,0.75,0.963,0.827,0.0996,-3.949,0.0786,0.641,110.062,15.0
WoW!,Lovelyz,F,185606.0,4.0,0.0,4.0,0.188,0.764,0.922,0.0,0.0565,-1.347,0.0634,0.92,109.964,36.0
Cameo,Lovelyz,F,199747.0,7.0,1.0,4.0,0.102,0.68,0.902,0.0,0.331,-0.461,0.0365,0.64,113.949,35.0
Emotion,Lovelyz,F,190539.0,5.0,1.0,4.0,0.395,0.714,0.777,0.0,0.161,-3.309,0.0317,0.897,144.996,22.0
Mornig Star,Lovelyz,F,211347.0,9.0,1.0,4.0,0.778,0.522,0.558,0.0,0.123,-4.806,0.0339,0.259,97.793,24.0
First Snow,Lovelyz,F,196798.0,10.0,1.0,4.0,0.218,0.428,0.601,0.0,0.079,-4.269,0.0505,0.374,84.127,21.0
Knock Knock,Lovelyz,F,206698.0,0.0,1.0,4.0,0.246,0.71,0.927,0.0,0.304,-1.611,0.0545,0.878,95.005,18.0
The,Lovelyz,F,222848.0,9.0,1.0,4.0,0.301,0.627,0.949,0.0,0.0985,-1.467,0.0422,0.642,125.945,23.0
Night and Day,Lovelyz,F,265046.0,0.0,0.0,4.0,0.785,0.588,0.753,0.00137,0.226,-3.819,0.0746,0.802,176.116,26.0
Hide and Seek,Lovelyz,F,238474.0,3.0,1.0,4.0,0.302,0.668,0.848,0.0,0.134,-3.211,0.0603,0.598,121.877,19.0
My Little Lover,Lovelyz,F,217261.0,6.0,0.0,4.0,0.499,0.685,0.706,0.276,0.325,-9.464,0.0289,0.794,128.012,21.0
Introducing the Candy,Lovelyz,F,55600.0,0.0,1.0,4.0,0.831,0.679,0.531,0.895,0.145,-8.776,0.0365,0.436,119.953,14.0
Candy Jelly Love,Lovelyz,F,225680.0,7.0,1.0,4.0,0.359,0.775,0.889,0.0,0.0885,-3.064,0.0535,0.903,119.985,25.0
Hi~,Lovelyz,F,207427.0,7.0,0.0,4.0,0.539,0.711,0.779,0.0,0.274,-2.773,0.0315,0.615,125.024,37.0
Joyland,Lovelyz,F,194160.0,5.0,0.0,4.0,0.442,0.679,0.909,3.56e-06,0.153,-3.63,0.0645,0.632,163.986,27.0
Good Night Like Yesterday,Lovelyz,F,222533.0,5.0,1.0,4.0,0.131,0.636,0.72,3.09e-05,0.0739,-4.915,0.0316,0.612,159.989,24.0
Good-bye Chapter 1,Lovelyz,F,165080.0,0.0,1.0,4.0,0.144,0.586,0.873,0.0,0.215,-2.158,0.0707,0.891,94.799,16.0
Getaway,Lovelyz,F,222240.0,3.0,0.0,4.0,0.341,0.726,0.912,1.04e-06,0.284,-3.041,0.152,0.795,89.952,16.0
Stranger (Babysoul Solo),Lovelyz,F,233867.0,8.0,1.0,3.0,0.705,0.568,0.702,0.000704,0.118,-4.125,0.027,0.318,95.914,15.0
She's a Flirt(Babysoul&Kei),Lovelyz,F,192533.0,4.0,1.0,4.0,0.214,0.611,0.813,0.0,0.394,-4.792,0.0747,0.268,155.994,15.0
Delight (Yoo Ji-Ae Solo),Lovelyz,F,207307.0,8.0,0.0,4.0,0.0235,0.749,0.888,0.000985,0.0513,-4.191,0.0541,0.871,126.032,15.0
Gone (JIN Solo),Lovelyz,F,237853.0,3.0,1.0,4.0,0.271,0.541,0.646,0.0,0.118,-5.425,0.0343,0.227,76.967,18.0
Introducing the Candy,Lovelyz,F,54336.0,0.0,1.0,4.0,0.825,0.68,0.527,0.898,0.137,-8.786,0.0359,0.393,119.958,20.0
Candy Jelly Love,Lovelyz,F,224411.0,7.0,1.0,4.0,0.395,0.783,0.896,0.0,0.11,-3.125,0.0562,0.902,119.984,35.0
Good Night Like Yesterday,Lovelyz,F,221267.0,5.0,1.0,4.0,0.133,0.638,0.716,7.63e-05,0.0834,-4.893,0.0308,0.632,159.998,34.0
Good-bye Chapter 1,Lovelyz,F,163801.0,0.0,1.0,4.0,0.118,0.589,0.877,0.0,0.238,-2.179,0.0779,0.889,94.836,19.0
Getaway,Lovelyz,F,220980.0,6.0,1.0,4.0,0.359,0.731,0.911,1.26e-06,0.353,-3.085,0.154,0.743,89.897,17.0
Stranger (Babysoul Solo),Lovelyz,F,232648.0,8.0,1.0,3.0,0.697,0.567,0.692,0.00107,0.138,-4.134,0.0268,0.332,95.913,23.0
She's a Flirt (Babysoul&Kei),Lovelyz,F,191221.0,4.0,1.0,4.0,0.178,0.613,0.81,0.0,0.37,-4.69,0.0667,0.276,156.02,22.0
Delight (Yoo Ji-Ae Solo),Lovelyz,F,206039.0,8.0,0.0,4.0,0.0301,0.75,0.88,0.00181,0.0536,-4.15,0.0547,0.881,126.017,18.0
Gone (JIN Solo),Lovelyz,F,237856.0,3.0,1.0,4.0,0.273,0.572,0.653,0.0,0.113,-5.336,0.0332,0.224,76.848,30.0
Higher,Lovelyz,F,177307.0,9.0,0.0,4.0,0.182,0.326,0.966,0.0,0.347,-1.664,0.16,0.46,178.766,18.0
Promise,Lovelyz,F,195613.0,11.0,1.0,4.0,0.168,0.463,0.895,0.0,0.52,-2.627,0.0716,0.696,148.012,28.0
Higher - Instrumental,Lovelyz,F,177307.0,9.0,0.0,4.0,0.00407,0.471,0.962,0.225,0.333,-4.159,0.0755,0.415,89.552,5.0
Promise - Instrumental,Lovelyz,F,195627.0,11.0,1.0,4.0,0.00986,0.528,0.836,0.115,0.512,-4.31,0.0432,0.799,148.003,5.0
DESIRE AND HOPE 원하고 원망하죠,Lovelyz,F,246307.0,0.0,1.0,4.0,0.469,0.595,0.634,0.0,0.11,-4.791,0.0314,0.391,139.878,25.0
Sad Face 슬픈 얼굴,Lovelyz,F,216082.0,2.0,0.0,4.0,0.154,0.41,0.811,0.00221,0.0802,-5.197,0.0346,0.355,143.365,18.0
DESIRE AND HOPE 원하고 원망하죠 - Inst.,Lovelyz,F,246307.0,0.0,1.0,4.0,0.0682,0.672,0.542,0.863,0.108,-8.756,0.0324,0.386,140.042,8.0
Sad Face 슬픈 얼굴 - Inst.,Lovelyz,F,216082.0,2.0,0.0,4.0,0.117,0.368,0.684,0.714,0.0802,-6.246,0.0311,0.345,143.825,4.0
Twilight,Lovelyz,F,280533.0,7.0,0.0,4.0,0.182,0.552,0.927,0.0,0.194,-1.997,0.218,0.363,124.975,45.0
Cameo - Musical Version,Lovelyz,F,255739.0,7.0,1.0,4.0,0.0913,0.727,0.866,0.0,0.0709,-1.64,0.054,0.494,114.03,36.0
"EYES, NOSE, LIPS",Lovelyz,F,237389.0,3.0,1.0,4.0,0.677,0.497,0.782,0.0,0.0741,-3.95,0.106,0.216,147.549,42.0
Destiny,Lovelyz,F,229831.0,0.0,1.0,4.0,0.324,0.586,0.847,0.0,0.317,-3.548,0.0559,0.151,105.88,50.0
Sixth Sense,Lovelyz,F,256680.0,1.0,1.0,4.0,0.168,0.634,0.899,0.0,0.161,-2.641,0.0773,0.666,127.923,41.0
Once upon a time,Lovelyz,F,57047.0,6.0,0.0,4.0,0.409,0.715,0.885,0.983,0.15,-7.548,0.0402,0.304,126.984,19.0
When We Were Us (Beautiful Days),Lovelyz,F,233186.0,9.0,1.0,4.0,0.317,0.678,0.887,0.0,0.067,-1.407,0.0355,0.618,126.957,41.0
Close To You,Lovelyz,F,216937.0,5.0,0.0,4.0,0.0914,0.638,0.954,0.0,0.341,-1.008,0.0517,0.736,125.01,38.0
Sweet Luv,Lovelyz,F,184967.0,2.0,0.0,4.0,0.138,0.654,0.864,0.0,0.161,-3.195,0.0809,0.777,151.961,25.0
Secret Story,Lovelyz,F,274109.0,5.0,0.0,4.0,0.698,0.516,0.744,4.53e-06,0.207,-4.79,0.0479,0.417,159.902,24.0
LOVE GAME,Lovelyz,F,182477.0,8.0,1.0,4.0,0.142,0.76,0.858,0.0,0.0934,-3.534,0.0495,0.837,119.956,25.0
Never Ending,Lovelyz,F,64454.0,10.0,1.0,3.0,0.0277,0.408,0.729,0.368,0.106,-2.766,0.038,0.233,120.203,17.0
Lost N Found,Lovelyz,F,181079.0,5.0,0.0,4.0,0.235,0.681,0.925,0.0,0.0893,-0.844,0.0542,0.609,119.912,39.0
Like U,Lovelyz,F,206525.0,1.0,1.0,4.0,0.0746,0.738,0.744,0.0,0.0542,-2.667,0.0393,0.646,105.969,26.0
Rewind,Lovelyz,F,223911.0,0.0,1.0,4.0,0.161,0.463,0.797,0.0,0.25,-2.741,0.0729,0.471,199.732,28.0
Rain,Lovelyz,F,286670.0,11.0,1.0,4.0,0.693,0.627,0.449,1.18e-06,0.162,-6.769,0.0302,0.182,128.098,24.0
Daydream,Lovelyz,F,190993.0,6.0,0.0,4.0,0.0924,0.665,0.925,0.0,0.262,-2.31,0.0664,0.641,129.974,28.0
Floral,Lovelyz,F,212171.0,2.0,1.0,4.0,0.457,0.347,0.653,0.0,0.242,-4.966,0.0413,0.25,70.896,25.0
Wag-zak,Lovelyz,F,211156.0,10.0,1.0,4.0,0.155,0.8,0.899,0.00057,0.124,-2.663,0.0374,0.831,120.0,36.0
An Alley,Lovelyz,F,203533.0,1.0,1.0,4.0,0.0105,0.782,0.876,1.17e-05,0.16,-4.811,0.0425,0.826,120.008,17.0
Sweet Dream,Lovelyz,F,221150.0,7.0,1.0,4.0,0.0329,0.608,0.884,0.0,0.0688,-4.122,0.342,0.306,137.623,43.0
Heal,Lovelyz,F,55643.0,9.0,1.0,4.0,0.144,0.646,0.83,0.159,0.0913,-6.136,0.0401,0.768,100.036,16.0
That day,Lovelyz,F,194576.0,6.0,0.0,4.0,0.284,0.605,0.921,3.32e-05,0.0326,-2.251,0.0518,0.731,117.001,41.0
Mi-myo Mi-myo,Lovelyz,F,182725.0,1.0,1.0,4.0,0.109,0.673,0.87,0.0,0.0463,-1.155,0.0709,0.918,127.955,32.0
Temptation,Lovelyz,F,207559.0,0.0,1.0,4.0,0.116,0.719,0.827,0.00278,0.196,-4.013,0.0414,0.294,123.989,25.0
Watercolor,Lovelyz,F,228669.0,1.0,1.0,4.0,0.23,0.533,0.741,0.0,0.128,-2.711,0.0424,0.59,80.042,28.0
SHINING★STAR,Lovelyz,F,200396.0,1.0,1.0,4.0,0.248,0.558,0.965,0.0,0.0569,-1.711,0.121,0.694,94.219,25.0
Moonrise,Lovelyz,F,40622.0,7.0,1.0,4.0,0.032,0.507,0.861,0.923,0.137,-6.683,0.04,0.099,106.242,19.0
Destiny,Lovelyz,F,213325.0,0.0,1.0,4.0,0.0586,0.669,0.944,0.0,0.371,-1.478,0.0541,0.673,105.995,44.0
Fondant,Lovelyz,F,209528.0,1.0,0.0,4.0,0.359,0.523,0.853,1.78e-05,0.405,-2.711,0.0758,0.588,204.005,24.0
Bookmark,Lovelyz,F,208980.0,0.0,1.0,4.0,0.594,0.563,0.734,1.45e-06,0.254,-4.96,0.0425,0.698,153.86,25.0
1cm,Lovelyz,F,221405.0,0.0,1.0,4.0,0.0345,0.729,0.879,0.0,0.036,-1.233,0.0697,0.531,129.04,24.0
Dear you,Lovelyz,F,234267.0,6.0,1.0,4.0,0.0434,0.703,0.89,2.75e-06,0.12,-3.336,0.0324,0.897,119.973,22.0
Baby Doll,Lovelyz,F,207004.0,4.0,1.0,3.0,0.938,0.72,0.321,2.81e-05,0.115,-8.603,0.0358,0.185,126.901,27.0
For you,Lovelyz,F,208652.0,10.0,1.0,4.0,0.00957,0.603,0.956,0.0,0.26,-1.238,0.0396,0.542,107.991,34.0
Circle,Lovelyz,F,215167.0,1.0,0.0,4.0,0.28,0.542,0.814,0.0,0.178,-4.235,0.0547,0.426,167.97,23.0
Bebe,Lovelyz,F,221707.0,10.0,1.0,4.0,0.148,0.678,0.974,1.78e-05,0.0872,-0.818,0.0501,0.604,99.969,19.0
Welcome to the Lovelyz8,Lovelyz,F,91847.0,5.0,1.0,4.0,0.0218,0.755,0.647,0.849,0.0801,-5.829,0.0799,0.485,104.968,16.0
Ah-Choo,Lovelyz,F,218475.0,5.0,1.0,4.0,0.315,0.729,0.898,0.0,0.107,-1.029,0.0391,0.517,126.977,52.0
Shooting Star,Lovelyz,F,194727.0,7.0,1.0,4.0,0.305,0.623,0.71,0.0,0.15,-6.221,0.101,0.371,82.939,28.0
Hug Me,Lovelyz,F,224869.0,6.0,1.0,4.0,0.183,0.712,0.857,0.0,0.355,-3.292,0.0389,0.54,125.98,27.0
